24	2010-04-16T13:49:12Z	40.4433871477	-79.9421346188	343699
73	2010-07-30T14:20:14Z	40.4470532009	-80.0062072277	11652
73	2010-07-28T20:43:15Z	40.451488483	-79.933176033	1289632
182	2009-10-12T23:06:02Z	40.4446312008	-79.9487069444	45774
182	2009-10-12T22:58:57Z	40.4450583423	-79.9489326445	45762
182	2009-10-11T17:37:46Z	40.4374044834	-79.9990358049	42965
182	2009-10-10T22:10:50Z	40.4377868297	-80.0041455596	43237
182	2009-10-10T19:37:17Z	40.4374044834	-79.9990358049	42965
287	2010-09-07T01:44:55Z	40.44353234	-80.00246202	3272703
287	2010-09-06T16:29:52Z	40.4426225502	-80.0022086777	95428
287	2010-09-06T15:09:21Z	40.4521090051	-79.9839985371	437464
287	2010-09-06T13:51:39Z	40.4515305833	-79.9834728667	654831
355	2010-02-02T02:21:49Z	40.46608757	-79.92997443	492641
478	2010-03-27T18:49:31Z	40.4508677405	-79.9853632349	54026
515	2010-09-27T01:36:59Z	40.4557847871	-79.9310463667	453838
515	2010-09-27T00:10:34Z	40.4381125333	-79.9228008333	1033274
515	2010-09-26T05:27:09Z	40.43191655	-80.0072727	1193613
515	2010-09-26T02:53:14Z	40.4413948212	-79.9569940567	801109
515	2010-09-26T01:52:43Z	40.4432238445	-79.9429178238	56232
515	2010-09-25T19:13:14Z	40.449869433	-79.987244283	3963362
515	2010-09-25T19:05:25Z	40.450123065	-79.98665395	4425591
515	2010-09-25T18:30:36Z	40.43798959	-79.91970217	1191130
515	2010-09-25T17:43:28Z	40.4379838924	-79.9227877787	236103
515	2010-07-05T18:45:51Z	40.434869	-79.922773	372140
515	2010-07-05T17:04:08Z	40.4380904833	-79.9221011167	662725
515	2010-07-05T05:26:16Z	40.4362878333	-79.9227509667	109530
515	2010-07-05T05:10:14Z	40.46075254	-79.92455345	969349
515	2010-07-04T01:36:03Z	40.444515983	-79.888700117	1383364
515	2010-07-03T23:23:10Z	40.432085458	-79.8935196039	62859
515	2010-07-03T18:05:02Z	40.4510415416	-79.9333637953	202307
515	2010-07-03T16:58:17Z	40.4599579667	-79.9243778667	591645
515	2010-07-02T20:33:26Z	40.4352640167	-79.9223086833	372010
515	2010-04-18T15:40:20Z	40.46075254	-79.92455345	969349
515	2010-04-17T23:23:31Z	40.4450946	-79.9293574833	965074
515	2010-04-17T21:12:02Z	40.4598246	-79.925273	416390
515	2010-04-17T16:23:57Z	40.4459965667	-79.9433869333	961176
515	2010-04-17T02:16:01Z	40.44410425	-80.00284606	956753
515	2010-04-17T00:01:28Z	40.44219958	-80.00101208	309675
515	2010-04-16T18:41:53Z	40.4454268333	-79.94879025	67490
515	2010-04-16T14:03:15Z	40.4432238445	-79.9429178238	56232
515	2010-03-08T03:33:25Z	40.4415650667	-79.9563149333	604451
515	2010-03-07T23:25:35Z	40.4415650667	-79.9563149333	604451
515	2010-03-06T18:33:40Z	40.4377184	-79.9196936667	655806
515	2010-03-06T01:27:41Z	40.4355355667	-79.9233108833	197216
515	2010-01-13T00:53:21Z	40.434869	-79.922773	372140
515	2010-01-11T14:37:05Z	40.4432238445	-79.9429178238	56232
515	2010-01-11T14:36:53Z	40.4433871477	-79.9421346188	343699
692	2010-10-17T02:00:50Z	40.42868715	-79.98825645	687339
692	2010-10-16T02:32:51Z	40.42986983	-79.98673969	1599825
692	2010-10-16T02:32:39Z	40.4299399667	-79.9887173667	866434
692	2010-10-16T02:32:31Z	40.42876055	-79.987956783	1499013
692	2010-10-16T02:32:07Z	40.42868715	-79.98825645	687339
692	2010-10-10T01:44:44Z	40.4287440194	-79.9875548425	1101312
692	2010-10-10T01:44:27Z	40.42917543	-79.9856553	833900
692	2010-10-10T01:43:48Z	40.4299399667	-79.9887173667	866434
692	2010-10-10T01:43:40Z	40.42876055	-79.987956783	1499013
692	2010-10-10T01:43:31Z	40.42868715	-79.98825645	687339
692	2010-10-09T01:21:01Z	40.42876055	-79.987956783	1499013
692	2010-10-09T01:20:53Z	40.42868715	-79.98825645	687339
692	2010-09-12T05:37:37Z	40.4299399667	-79.9887173667	866434
692	2010-09-12T05:37:28Z	40.42876055	-79.987956783	1499013
692	2010-09-12T05:37:13Z	40.42868715	-79.98825645	687339
692	2010-09-11T00:18:43Z	40.4286843538	-79.986718297	2695281
692	2010-09-11T00:18:33Z	40.4288404343	-79.9871207759	403706
692	2010-09-11T00:18:23Z	40.4299399667	-79.9887173667	866434
692	2010-09-11T00:17:58Z	40.42868715	-79.98825645	687339
692	2010-09-11T00:17:50Z	40.42876055	-79.987956783	1499013
692	2010-09-05T01:51:39Z	40.4293096	-79.98600335	328234
692	2010-09-05T01:51:27Z	40.4287821038	-79.9858674899	425634
692	2010-09-05T01:50:23Z	40.4272062833	-79.98727075	99480
692	2010-09-05T01:50:13Z	40.4288061634	-79.9862446576	459192
692	2010-09-05T01:50:05Z	40.42872775	-79.9864046667	687312
692	2010-09-05T01:49:51Z	40.42871165	-79.98648327	1549089
692	2010-09-05T01:49:42Z	40.4289885167	-79.9865984167	693639
692	2010-09-05T01:49:34Z	40.429786	-79.987826	1194017
692	2010-09-05T01:49:26Z	40.4287635	-79.9869845	687323
692	2010-09-05T01:49:15Z	40.4292161	-79.9883098	814365
692	2010-09-05T01:49:07Z	40.4287440194	-79.9875548425	1101312
692	2010-09-05T01:48:25Z	40.4340516667	-80.0060716667	396626
692	2010-09-05T00:48:00Z	40.4288404343	-79.9871207759	403706
692	2010-09-05T00:47:50Z	40.42876055	-79.987956783	1499013
692	2010-09-05T00:47:38Z	40.42868715	-79.98825645	687339
692	2010-09-04T05:44:52Z	40.4280620813	-79.9862515926	1574934
692	2010-09-04T05:40:00Z	40.4286843538	-79.986718297	2695281
692	2010-09-04T05:39:48Z	40.42868715	-79.98825645	687339
692	2010-09-04T05:39:38Z	40.42876055	-79.987956783	1499013
692	2010-09-04T02:32:33Z	40.43053221	-79.98504632	483088
692	2010-09-04T02:32:15Z	40.42926275	-79.98457163	230849
692	2010-09-04T02:31:52Z	40.42986983	-79.98673969	1599825
692	2010-09-04T02:18:09Z	40.4299649	-79.98606365	543992
692	2010-09-04T01:59:03Z	40.4299399667	-79.9887173667	866434
692	2010-09-04T01:58:52Z	40.42876055	-79.987956783	1499013
692	2010-09-04T01:56:07Z	40.42868715	-79.98825645	687339
692	2010-08-21T03:05:52Z	40.42868715	-79.98825645	687339
692	2010-08-21T03:05:19Z	40.42876055	-79.987956783	1499013
692	2010-08-15T03:35:01Z	40.42868715	-79.98825645	687339
692	2010-08-15T03:33:27Z	40.42876055	-79.987956783	1499013
692	2010-08-14T02:36:15Z	40.4298864	-79.98530167	303961
692	2010-08-14T02:36:05Z	40.4299649	-79.98606365	543992
692	2010-08-14T02:35:47Z	40.4289885167	-79.9865984167	693639
692	2010-08-14T01:21:37Z	40.4288404343	-79.9871207759	403706
692	2010-08-14T01:21:27Z	40.4292161	-79.9883098	814365
692	2010-08-14T01:21:18Z	40.4287440194	-79.9875548425	1101312
692	2010-08-14T01:20:59Z	40.42876055	-79.987956783	1499013
692	2010-08-14T01:20:49Z	40.42868715	-79.98825645	687339
